% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-191.2,58919
2,400,-168.0,75716
2,500,-140.6,89775
2,600,-127.6,102534
2,700,-133.6,115889
2,800,-154.6,131347
2,900,-133.0,144643
2,1000,-118.0,156443
2,1100,-114.6,167899
2,1200,-103.7,178272
2,1300,-110.7,189344
2,1400,-104.9,199830
2,1500,-104.8,210311
2,1600,-104.0,220716
2,1700,-107.9,231504
2,1800,-113.5,242854
2,1900,-102.8,253133
2,2000,-103.2,263456
2,2100,-114.6,274915
2,2200,-117.3,286644
2,2300,-103.5,296998
