% time spent exploring,episodes,mean 100 episode reward,steps
92,100,23.1,2282
83,200,28.1,5096
69,300,42.1,9308
56,400,39.5,13259
32,500,74.3,20687
2,600,118.2,32508
2,700,127.3,45235
2,800,132.0,58433
2,900,151.2,73548
2,1000,159.8,89528
2,1100,129.2,102444
2,1200,147.3,117171
2,1300,101.0,127266
2,1400,136.8,140951
2,1500,171.8,158127
2,1600,194.1,177541
2,1700,163.5,193891
2,1800,168.8,210775
2,1900,129.8,223751
2,2000,170.4,240788
2,2100,137.2,254503
2,2200,137.5,268256
2,2300,137.9,282048
2,2400,94.1,291455
