% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.5,39649
2,300,-192.6,58908
2,400,-176.0,76504
2,500,-147.6,91264
2,600,-110.1,102275
2,700,-110.2,113292
2,800,-112.5,124539
2,900,-108.4,135377
2,1000,-106.4,146014
2,1100,-112.4,157257
2,1200,-124.4,169699
2,1300,-110.4,180734
2,1400,-106.1,191341
2,1500,-104.8,201816
2,1600,-103.7,212184
2,1700,-105.6,222743
2,1800,-118.9,234633
2,1900,-115.8,246210
2,2000,-113.5,257560
2,2100,-107.8,268339
2,2200,-122.0,280540
2,2300,-108.1,291348
