% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.1,2281
88,200,25.1,4790
83,300,21.4,6926
75,400,28.9,9812
68,500,30.6,12871
62,600,23.4,15211
53,700,39.7,19177
42,800,41.2,23292
29,900,56.2,28913
13,1000,64.1,35320
4,1100,38.3,39150
2,1200,72.1,46359
2,1300,65.2,52884
2,1400,68.7,59756
2,1500,43.4,64092
2,1600,36.9,67785
2,1700,34.4,71229
2,1800,77.2,78945
2,1900,29.1,81852
2,2000,13.4,83197
2,2100,45.0,87698
2,2200,94.8,97177
2,2300,34.3,100604
2,2400,109.7,111575
2,2500,55.2,117100
2,2600,79.3,125029
2,2700,53.4,130368
2,2800,53.7,135742
2,2900,46.2,140361
2,3000,66.7,147027
2,3100,44.1,151438
2,3200,21.3,153570
2,3300,101.0,163675
2,3400,69.8,170656
2,3500,47.6,175421
2,3600,48.3,180253
2,3700,25.2,182777
2,3800,37.2,186496
2,3900,35.6,190059
2,4000,15.2,191580
2,4100,13.9,192968
2,4200,16.5,194620
2,4300,42.3,198848
2,4400,67.9,205642
2,4500,97.4,215382
2,4600,104.4,225827
2,4700,104.0,236223
2,4800,90.9,245313
2,4900,32.3,248547
2,5000,46.2,253170
2,5100,37.9,256960
2,5200,27.7,259733
2,5300,70.5,266779
2,5400,76.8,274463
2,5500,68.3,281289
2,5600,67.6,288045
2,5700,58.1,293855
2,5800,43.0,298151
2,5900,71.2,305271
2,6000,52.9,310560
2,6100,47.2,315280
2,6200,32.5,318526
2,6300,15.2,320046
2,6400,47.4,324782
2,6500,67.6,331546
2,6600,107.4,342287
2,6700,68.7,349158
2,6800,50.8,354243
2,6900,59.8,360219
2,7000,48.5,365068
2,7100,24.3,367495
2,7200,51.9,372684
2,7300,85.8,381267
2,7400,81.1,389377
2,7500,64.7,395845
