% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.1,2183
88,200,25.1,4695
83,300,21.8,6876
76,400,25.2,9395
69,500,32.0,12591
62,600,27.5,15345
54,700,33.9,18736
44,800,40.0,22737
36,900,33.1,26043
25,1000,44.1,30451
6,1100,76.2,38070
2,1200,148.5,52921
2,1300,97.9,62711
2,1400,101.5,72857
2,1500,63.5,79209
2,1600,43.0,83504
2,1700,81.4,91640
2,1800,107.9,102434
2,1900,126.7,115103
2,2000,119.4,127044
2,2100,159.7,143012
2,2200,168.5,159864
2,2300,179.5,177810
2,2400,189.0,196713
2,2500,104.6,207169
2,2600,112.7,218435
2,2700,116.1,230045
2,2800,150.0,245045
2,2900,134.0,258443
2,3000,89.3,267376
2,3100,134.4,280819
2,3200,79.6,288779
2,3300,148.1,303587
2,3400,74.1,310996
2,3500,109.8,321979
2,3600,74.8,329460
2,3700,88.9,338350
2,3800,112.5,349600
2,3900,84.8,358081
2,4000,85.6,366644
2,4100,89.5,375593
2,4200,93.8,384972
2,4300,78.0,392769
