% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-196.6,59458
2,400,-185.8,78038
2,500,-166.3,94668
2,600,-144.0,109070
2,700,-129.3,122004
2,800,-165.0,138501
2,900,-128.4,151345
2,1000,-105.8,161927
2,1100,-108.4,172769
2,1200,-104.5,183222
2,1300,-109.6,194182
2,1400,-109.8,205160
2,1500,-103.2,215483
2,1600,-105.9,226072
2,1700,-111.1,237184
2,1800,-117.9,248977
2,1900,-118.1,260787
2,2000,-105.7,271356
2,2100,-102.9,281643
2,2200,-104.2,292058
