% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-197.3,59530
2,400,-168.9,76424
2,500,-174.0,93820
2,600,-136.4,107456
2,700,-126.6,120111
2,800,-144.4,134547
2,900,-126.8,147223
2,1000,-114.8,158707
2,1100,-126.3,171340
2,1200,-123.0,183639
2,1300,-125.5,196186
2,1400,-125.0,208681
2,1500,-116.9,220375
2,1600,-110.4,231415
2,1700,-107.2,242132
2,1800,-107.8,252909
2,1900,-131.2,266033
2,2000,-116.1,277642
2,2100,-104.0,288046
2,2200,-107.4,298788
