% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-197.1,39505
2,300,-170.2,56523
2,400,-143.8,70901
2,500,-134.4,84340
2,600,-127.1,97046
2,700,-136.9,110732
2,800,-120.8,122814
2,900,-130.4,135855
2,1000,-105.2,146380
2,1100,-102.2,156603
2,1200,-105.5,167149
2,1300,-105.8,177730
2,1400,-103.7,188098
2,1500,-106.1,198704
2,1600,-113.6,210061
2,1700,-105.3,220587
2,1800,-103.6,230946
2,1900,-104.4,241381
2,2000,-101.7,251549
2,2100,-105.1,262059
2,2200,-104.0,272464
2,2300,-101.3,282590
2,2400,-105.9,293183
