% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.2,2100
88,200,25.4,4638
82,300,26.6,7293
74,400,30.8,10378
68,500,23.4,12718
60,600,32.5,15970
53,700,29.8,18945
44,800,36.2,22563
33,900,43.8,26943
23,1000,42.1,31150
2,1100,111.6,42306
2,1200,115.5,53859
2,1300,125.0,66363
2,1400,157.8,82139
2,1500,103.4,92476
2,1600,112.1,103689
2,1700,126.0,116285
2,1800,125.1,128792
2,1900,141.6,142951
2,2000,152.5,158199
2,2100,140.8,172279
2,2200,137.8,186060
2,2300,139.0,199963
2,2400,185.3,218492
2,2500,187.4,237232
2,2600,182.4,255476
2,2700,123.1,267787
2,2800,116.4,279432
2,2900,159.7,295398
2,3000,189.0,314299
2,3100,167.8,331077
2,3200,171.0,348177
2,3300,139.8,362160
2,3400,149.1,377070
2,3500,149.8,392049
