% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.2,2094
88,200,26.6,4753
81,300,27.2,7469
75,400,25.8,10046
68,500,27.4,12789
61,600,29.0,15694
53,700,31.0,18789
46,800,29.4,21729
40,900,23.8,24112
31,1000,36.9,27806
21,1100,42.4,32043
5,1200,65.8,38628
2,1300,111.0,49728
2,1400,118.7,61595
2,1500,166.5,78243
2,1600,155.4,93787
2,1700,153.3,109119
2,1800,179.3,127052
2,1900,170.4,144093
2,2000,99.6,154053
2,2100,174.0,171456
2,2200,193.7,190830
2,2300,134.1,204243
2,2400,190.6,223301
2,2500,170.6,240365
2,2600,154.5,255814
2,2700,134.6,269277
2,2800,19.7,271247
2,2900,17.2,272970
2,3000,149.7,287939
2,3100,173.8,305320
2,3200,199.6,325279
2,3300,164.3,341705
2,3400,144.8,356189
2,3500,130.3,369223
2,3600,151.7,384397
2,3700,114.7,395865
