% time spent exploring,episodes,mean 100 episode reward,steps
93,100,20.4,2014
85,200,25.2,4532
74,300,33.9,7918
62,400,35.0,11421
53,500,27.2,14140
47,600,19.1,16048
34,700,39.8,20031
18,800,48.4,24873
2,900,98.5,34722
2,1000,72.8,42006
2,1100,39.5,45954
2,1200,50.0,50955
2,1300,115.1,62465
2,1400,142.9,76759
2,1500,29.9,79753
2,1600,17.8,81529
2,1700,56.8,87206
2,1800,10.6,88264
2,1900,15.7,89833
2,2000,60.6,95897
2,2100,24.8,98378
2,2200,19.2,100302
2,2300,161.0,116407
2,2400,133.7,129779
2,2500,142.3,144005
2,2600,107.3,154736
2,2700,57.1,160448
2,2800,101.6,170610
2,2900,59.8,176587
2,3000,127.3,189320
2,3100,134.8,202799
2,3200,83.4,211135
2,3300,38.5,214983
2,3400,31.8,218168
2,3500,47.2,222886
2,3600,47.9,227672
2,3700,30.9,230758
2,3800,16.6,232422
2,3900,58.6,238285
2,4000,58.8,244164
2,4100,98.2,253987
2,4200,87.6,262744
2,4300,82.6,271005
2,4400,80.0,279004
2,4500,20.1,281011
2,4600,67.1,287724
2,4700,18.9,289616
2,4800,72.7,296887
