% time spent exploring,episodes,mean 100 episode reward,steps
92,100,22.7,2249
83,200,27.4,4988
73,300,31.8,8171
64,400,25.9,10758
50,500,44.1,15169
37,600,40.0,19168
14,700,69.9,26156
2,800,45.8,30734
2,900,18.4,32578
2,1000,56.4,38218
2,1100,17.7,39989
2,1200,43.2,44306
2,1300,20.3,46332
2,1400,57.6,52090
2,1500,39.9,56084
2,1600,23.0,58386
2,1700,65.9,64975
2,1800,70.7,72048
2,1900,79.9,80040
2,2000,92.4,89280
2,2100,51.1,94392
2,2200,94.8,103872
2,2300,23.5,106222
2,2400,82.1,114433
2,2500,88.5,123284
2,2600,72.4,130524
2,2700,86.7,139198
2,2800,70.6,146258
2,2900,114.0,157662
2,3000,105.3,168191
2,3100,45.9,172778
2,3200,48.1,177591
2,3300,77.4,185330
2,3400,52.1,190538
2,3500,55.1,196051
2,3600,29.4,198992
2,3700,23.6,201355
2,3800,15.7,202929
2,3900,17.0,204630
2,4000,39.6,208585
2,4100,60.7,214657
2,4200,25.0,217158
2,4300,34.4,220594
2,4400,39.4,224532
2,4500,39.8,228513
2,4600,61.5,234663
2,4700,85.8,243238
2,4800,57.2,248956
2,4900,37.3,252689
2,5000,17.4,254432
2,5100,20.0,256429
2,5200,23.8,258809
2,5300,56.2,264434
2,5400,20.1,266443
2,5500,18.2,268258
2,5600,81.5,276407
2,5700,76.6,284071
2,5800,19.8,286054
2,5900,11.6,287211
2,6000,23.8,289589
2,6100,80.4,297626
