% time spent exploring,episodes,mean 100 episode reward,steps
92,100,23.6,2335
82,200,31.0,5435
72,300,29.4,8380
64,400,23.5,10727
54,500,30.6,13787
44,600,33.1,17100
30,700,42.3,21328
15,800,44.6,25785
2,900,96.0,35380
2,1000,130.2,48397
2,1100,125.6,60953
2,1200,173.6,78317
2,1300,193.2,97632
2,1400,196.4,117275
2,1500,174.2,134697
2,1600,184.8,153177
2,1700,194.3,172603
2,1800,197.8,192385
2,1900,185.6,210946
2,2000,181.0,229045
2,2100,158.6,244907
2,2200,64.8,251386
2,2300,80.9,259480
2,2400,140.4,273524
2,2500,165.7,290092
