% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.4,39741
2,300,-198.8,59617
2,400,-159.7,75586
2,500,-145.6,90143
2,600,-126.8,102826
2,700,-129.8,115807
2,800,-138.9,129697
2,900,-113.1,141010
2,1000,-123.7,153377
2,1100,-135.5,166930
2,1200,-106.4,177569
2,1300,-111.9,188763
2,1400,-104.2,199178
2,1500,-102.5,209430
2,1600,-108.9,220324
2,1700,-105.0,230826
2,1800,-114.7,242296
2,1900,-122.4,254531
2,2000,-102.5,264780
2,2100,-101.2,274899
2,2200,-104.6,285361
2,2300,-101.8,295541
