% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-196.4,59436
2,400,-196.9,79128
2,500,-163.1,95441
2,600,-155.7,111014
2,700,-172.5,128265
2,800,-161.3,144394
2,900,-152.0,159599
2,1000,-164.9,176088
2,1100,-156.8,191771
2,1200,-147.7,206542
2,1300,-163.8,222927
2,1400,-156.9,238616
2,1500,-171.0,255721
2,1600,-194.1,275133
2,1700,-187.1,293845
