% time spent exploring,episodes,mean 100 episode reward,steps
92,100,24.4,2415
84,200,24.7,4882
75,300,25.5,7428
69,400,19.2,9353
62,500,19.8,11335
56,600,19.1,13249
47,700,27.6,16005
20,800,84.2,24422
2,900,75.9,32008
2,1000,103.8,42392
2,1100,104.2,52815
2,1200,51.2,57940
2,1300,121.4,70077
2,1400,84.8,78555
2,1500,53.3,83887
2,1600,74.4,91325
2,1700,73.0,98628
2,1800,58.8,104511
2,1900,77.6,112270
2,2000,97.4,122012
2,2100,94.0,131414
2,2200,72.5,138664
2,2300,95.0,148165
2,2400,70.4,155209
2,2500,111.3,166343
2,2600,90.2,175366
2,2700,83.4,183710
2,2800,102.0,193915
2,2900,74.0,201314
2,3000,51.3,206445
2,3100,48.8,211328
2,3200,42.6,215593
2,3300,88.2,224415
2,3400,87.9,233202
2,3500,100.8,243279
2,3600,59.8,249260
2,3700,120.0,261259
2,3800,92.4,270497
2,3900,82.6,278755
2,4000,63.2,285073
2,4100,83.4,293417
