% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.7,39766
2,300,-195.0,59270
2,400,-181.0,77370
2,500,-156.6,93030
2,600,-137.6,106793
2,700,-131.1,119901
2,800,-183.8,138284
2,900,-137.3,152011
2,1000,-104.5,162460
2,1100,-114.2,173884
2,1200,-111.3,185012
2,1300,-106.6,195673
2,1400,-114.7,207141
2,1500,-112.6,218398
2,1600,-106.0,228995
2,1700,-103.6,239353
2,1800,-103.3,249680
2,1900,-102.5,259931
2,2000,-106.5,270578
2,2100,-104.8,281053
2,2200,-115.6,292608
