% time spent exploring,episodes,mean 100 episode reward,steps
91,100,25.5,2521
82,200,27.6,5276
71,300,33.1,8585
62,400,28.3,11411
53,500,27.1,14120
43,600,32.0,17317
29,700,42.8,21602
5,800,74.3,29036
2,900,108.7,39907
2,1000,80.9,47995
2,1100,134.9,61485
2,1200,184.3,79917
2,1300,184.0,98318
2,1400,196.4,117961
2,1500,170.5,135010
2,1600,190.0,154009
2,1700,190.5,173058
2,1800,126.7,185725
2,1900,117.9,197513
2,2000,197.7,217279
2,2100,167.5,234025
2,2200,196.9,253717
2,2300,97.4,263459
2,2400,171.4,280600
2,2500,179.2,298520
