% time spent exploring,episodes,mean 100 episode reward,steps
17,100,-255.6,25389
2,200,-147.1,40193
2,300,-91.3,49419
2,400,-88.6,58380
2,500,-81.2,66603
2,600,-79.8,74683
2,700,-83.0,83080
2,800,-74.7,90652
2,900,-78.3,98579
2,1000,-71.6,105842
2,1100,-73.5,113291
2,1200,-70.3,120418
2,1300,-69.1,127425
2,1400,-71.3,134659
2,1500,-67.0,141459
2,1600,-68.0,148356
2,1700,-68.5,155305
2,1800,-67.2,162126
2,1900,-66.8,168910
2,2000,-66.5,175658
2,2100,-67.0,182456
2,2200,-64.9,189044
2,2300,-66.9,195836
2,2400,-65.3,202468
2,2500,-68.3,209399
2,2600,-67.8,216284
2,2700,-64.8,222861
2,2800,-66.0,229563
2,2900,-68.3,236490
2,3000,-65.4,243132
2,3100,-65.9,249818
2,3200,-66.6,256577
2,3300,-65.7,263247
2,3400,-64.1,269753
2,3500,-66.9,276542
2,3600,-64.8,283126
2,3700,-65.2,289746
2,3800,-66.7,296514
