% time spent exploring,episodes,mean 100 episode reward,steps
92,100,22.0,2179
82,200,32.1,5389
71,300,33.6,8746
62,400,28.1,11560
51,500,33.9,14947
37,600,40.7,19019
17,700,61.7,25191
2,800,120.2,37210
2,900,168.0,54014
2,1000,174.1,71423
2,1100,181.4,89565
2,1200,176.0,107167
2,1300,130.9,120255
2,1400,131.7,133428
2,1500,105.2,143952
2,1600,91.6,153109
2,1700,93.5,162459
2,1800,126.6,175122
2,1900,121.7,187293
2,2000,129.9,200282
2,2100,137.6,214040
2,2200,142.8,228320
2,2300,144.4,242764
2,2400,151.9,257957
2,2500,156.7,273626
2,2600,121.0,285723
2,2700,91.4,294859
