% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-171.7,56967
2,400,-163.6,73329
2,500,-130.6,86384
2,600,-115.4,97924
2,700,-111.7,109090
2,800,-110.7,120157
2,900,-123.0,132461
2,1000,-112.9,143754
2,1100,-117.9,155543
2,1200,-102.7,165811
2,1300,-105.9,176398
2,1400,-102.6,186662
2,1500,-103.2,196981
2,1600,-102.9,207269
2,1700,-104.7,217735
2,1800,-105.9,228322
2,1900,-111.4,239465
2,2000,-110.2,250481
2,2100,-100.7,260547
2,2200,-102.3,270780
2,2300,-102.6,281037
2,2400,-102.8,291320
