% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.2,2195
88,200,26.5,4848
80,300,31.0,7947
74,400,25.1,10458
68,500,22.8,12738
61,600,28.5,15591
53,700,33.3,18921
44,800,37.0,22617
38,900,24.4,25056
24,1000,59.1,30970
2,1100,102.6,41227
2,1200,139.2,55144
2,1300,152.6,70402
2,1400,171.7,87570
2,1500,83.9,95962
2,1600,85.1,104474
2,1700,176.4,122111
2,1800,179.0,140009
2,1900,189.0,158907
2,2000,155.2,174428
2,2100,185.3,192956
2,2200,183.1,211265
2,2300,169.8,228245
2,2400,162.9,244535
2,2500,194.6,263991
2,2600,187.4,282734
2,2700,188.9,301623
2,2800,183.5,319977
2,2900,160.7,336048
2,3000,139.6,350009
2,3100,200.0,370009
2,3200,198.2,389827
