% time spent exploring,episodes,mean 100 episode reward,steps
2,100,-333.4,33068
2,200,-117.4,44905
2,300,-93.4,54341
2,400,-94.1,63850
2,500,-92.8,73232
2,600,-93.0,82630
2,700,-85.2,91245
2,800,-94.8,100820
2,900,-81.3,109046
2,1000,-85.6,117703
2,1100,-80.0,125799
2,1200,-76.9,133589
2,1300,-75.4,141229
2,1400,-73.3,148660
2,1500,-73.2,156076
2,1600,-72.3,163408
2,1700,-75.6,171070
2,1800,-90.8,180253
2,1900,-74.0,187751
2,2000,-70.3,194881
2,2100,-72.9,202270
2,2200,-68.9,209260
2,2300,-69.6,216324
2,2400,-71.1,223534
2,2500,-68.3,230463
2,2600,-67.4,237303
2,2700,-67.8,244186
2,2800,-73.4,251621
2,2900,-67.2,258437
2,3000,-66.1,265147
2,3100,-68.3,272076
2,3200,-66.6,278835
2,3300,-65.9,285528
2,3400,-67.6,292385
2,3500,-68.8,299366
