% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.8,39778
2,300,-199.0,59674
2,400,-173.2,76997
2,500,-144.2,91421
2,600,-134.8,104896
2,700,-148.6,119757
2,800,-115.4,131295
2,900,-108.9,142188
2,1000,-113.6,153551
2,1100,-113.8,164930
2,1200,-115.0,176428
2,1300,-113.0,187730
2,1400,-122.2,199952
2,1500,-108.1,210759
2,1600,-102.8,221040
2,1700,-104.5,231493
2,1800,-109.3,242421
2,1900,-107.9,253208
2,2000,-104.3,263634
2,2100,-120.2,275656
2,2200,-106.4,286300
2,2300,-107.0,297004
