% time spent exploring,episodes,mean 100 episode reward,steps
91,100,24.9,2467
84,200,23.1,4777
76,300,25.5,7326
63,400,38.7,11200
50,500,39.8,15183
37,600,40.0,19187
19,700,55.1,24700
5,800,43.3,29027
2,900,87.6,37792
2,1000,117.3,49525
2,1100,46.5,54173
2,1200,42.6,58430
2,1300,86.4,67071
2,1400,149.7,82042
2,1500,103.7,92411
2,1600,93.9,101803
2,1700,17.0,103508
2,1800,91.5,112658
2,1900,14.7,114124
2,2000,18.7,115995
2,2100,103.8,126375
2,2200,43.0,130671
2,2300,28.3,133498
2,2400,71.8,140683
2,2500,151.2,155802
2,2600,120.0,167799
2,2700,152.6,183062
2,2800,69.6,190027
2,2900,98.6,199882
2,3000,48.5,204731
2,3100,56.3,210363
2,3200,70.9,217451
2,3300,74.6,224914
2,3400,65.5,231463
2,3500,44.5,235915
2,3600,102.6,246171
2,3700,102.6,256431
2,3800,88.7,265303
2,3900,17.6,267062
2,4000,11.9,268255
2,4100,9.7,269226
2,4200,9.7,270193
2,4300,9.7,271160
2,4400,10.1,272168
2,4500,34.2,275585
2,4600,84.4,284024
2,4700,27.2,286742
2,4800,69.0,293642
