% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.7,39765
2,300,-197.4,59501
2,400,-198.7,79372
2,500,-198.5,99222
2,600,-198.3,119048
2,700,-195.9,138638
2,800,-197.8,158413
2,900,-197.8,178191
2,1000,-196.8,197869
2,1100,-194.3,217302
2,1200,-197.4,237047
2,1300,-195.5,256595
2,1400,-197.3,276323
2,1500,-197.0,296023
