% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.4,39735
2,300,-179.8,57717
2,400,-166.7,74389
2,500,-133.3,87720
2,600,-120.8,99801
2,700,-119.2,111716
2,800,-107.9,122504
2,900,-121.1,134617
2,1000,-140.8,148695
2,1100,-140.0,162700
2,1200,-116.2,174322
2,1300,-104.7,184788
2,1400,-103.8,195170
2,1500,-100.6,205231
2,1600,-102.0,215431
2,1700,-108.1,226244
2,1800,-102.4,236480
2,1900,-112.7,247749
2,2000,-105.6,258313
2,2100,-109.9,269306
2,2200,-110.2,280322
2,2300,-101.1,290429
