% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.3,2308
88,200,23.6,4670
82,300,22.7,6941
76,400,27.2,9656
69,500,26.4,12291
62,600,30.2,15315
55,700,28.2,18135
48,800,28.6,20990
38,900,41.2,25105
27,1000,46.5,29755
15,1100,45.5,34302
3,1200,50.8,39378
2,1300,82.2,47599
2,1400,123.8,59974
2,1500,82.6,68238
2,1600,80.7,76307
2,1700,92.0,85509
2,1800,121.4,97645
2,1900,147.1,112359
2,2000,104.0,122759
2,2100,141.6,136914
2,2200,134.6,150375
2,2300,130.4,163412
2,2400,119.8,175389
2,2500,125.1,187898
2,2600,92.6,197155
2,2700,74.8,204640
2,2800,77.8,212419
2,2900,46.6,217077
2,3000,73.7,224445
2,3100,86.7,233118
2,3200,151.5,248265
2,3300,131.0,261362
2,3400,188.5,280216
2,3500,166.8,296891
2,3600,144.0,311294
2,3700,172.7,328565
2,3800,181.0,346661
2,3900,197.9,366448
2,4000,198.3,386281
