% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.7,2346
88,200,24.8,4822
81,300,28.0,7621
73,400,31.6,10786
63,500,42.6,15042
56,600,28.7,17910
36,700,79.5,25858
10,800,108.6,36720
2,900,134.2,50136
2,1000,46.6,54792
2,1100,11.0,55897
2,1200,9.8,56881
2,1300,66.0,63477
2,1400,24.4,65913
2,1500,57.7,71679
2,1600,36.2,75301
2,1700,34.2,78717
2,1800,12.9,80009
2,1900,11.8,81191
2,2000,14.3,82622
2,2100,27.0,85318
2,2200,20.9,87412
2,2300,65.3,93940
2,2400,19.8,95923
2,2500,11.7,97091
2,2600,10.4,98136
2,2700,11.1,99247
2,2800,14.0,100652
2,2900,10.8,101737
2,3000,10.3,102763
2,3100,10.6,103818
2,3200,10.2,104834
2,3300,10.0,105838
2,3400,10.2,106859
2,3500,10.0,107855
2,3600,9.8,108834
2,3700,10.4,109874
2,3800,27.2,112596
2,3900,29.3,115522
2,4000,14.4,116957
2,4100,12.1,118171
2,4200,12.7,119442
2,4300,17.8,121219
2,4400,47.1,125932
2,4500,18.5,127780
2,4600,25.5,130326
2,4700,14.9,131815
2,4800,14.6,133278
2,4900,18.7,135150
2,5000,17.0,136850
2,5100,31.4,139990
2,5200,76.2,147613
2,5300,21.0,149716
2,5400,21.6,151881
2,5500,28.4,154721
2,5600,19.6,156676
2,5700,29.3,159602
2,5800,15.8,161182
2,5900,13.3,162514
2,6000,11.0,163615
2,6100,12.2,164830
2,6200,13.1,166138
2,6300,14.2,167561
2,6400,50.9,172653
2,6500,99.2,182575
2,6600,66.0,189170
2,6700,81.8,197345
2,6800,69.7,204316
2,6900,17.9,206103
2,7000,10.7,207170
2,7100,10.6,208231
2,7200,10.9,209317
2,7300,11.0,210421
2,7400,11.0,211516
2,7500,12.9,212804
2,7600,9.9,213798
2,7700,10.8,214877
2,7800,58.9,220767
2,7900,66.2,227387
2,8000,24.5,229840
2,8100,50.8,234925
2,8200,35.1,238434
2,8300,31.2,241553
2,8400,43.6,245908
2,8500,83.0,254205
2,8600,114.2,265625
2,8700,118.7,277492
2,8800,47.9,282280
2,8900,44.4,286725
2,9000,15.3,288256
2,9100,44.9,292746
2,9200,50.7,297812
2,9300,63.7,304178
2,9400,93.6,313533
2,9500,49.0,318428
2,9600,30.0,321428
2,9700,35.1,324940
2,9800,23.3,327271
2,9900,44.7,331743
2,10000,21.3,333870
2,10100,12.4,335106
2,10200,16.2,336722
2,10300,60.0,342719
2,10400,35.0,346224
2,10500,22.9,348518
2,10600,17.1,350225
2,10700,68.7,357095
2,10800,53.4,362440
2,10900,24.7,364911
2,11000,21.5,367058
2,11100,12.1,368268
2,11200,10.1,369278
2,11300,9.5,370230
2,11400,24.6,372694
2,11500,58.0,378493
2,11600,71.5,385644
2,11700,35.7,389215
