% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.5,2227
88,200,26.6,4884
80,300,30.4,7922
73,400,27.8,10699
66,500,31.0,13803
59,600,25.8,16382
51,700,32.3,19611
41,800,41.3,23744
31,900,43.6,28104
17,1000,54.3,33532
2,1100,117.4,45277
2,1200,176.3,62904
2,1300,136.0,76507
2,1400,152.7,91774
2,1500,191.6,110933
2,1600,177.0,128637
2,1700,153.3,143963
2,1800,184.8,162448
2,1900,167.5,179195
2,2000,119.2,191120
2,2100,105.0,201622
2,2200,141.3,215752
2,2300,166.6,232409
2,2400,168.1,249217
2,2500,107.4,259957
2,2600,99.4,269902
2,2700,119.1,281815
2,2800,152.4,297050
2,2900,149.6,312007
2,3000,126.1,324616
2,3100,110.2,335633
2,3200,116.2,347255
2,3300,117.0,358959
2,3400,116.9,370652
2,3500,133.4,383996
2,3600,118.1,395802
