% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-197.3,59527
2,400,-197.3,79260
2,500,-169.2,96184
2,600,-139.8,110160
2,700,-130.4,123203
2,800,-136.9,136891
2,900,-154.6,152347
2,1000,-151.1,167459
2,1100,-112.9,178749
2,1200,-118.7,190615
2,1300,-107.4,201360
2,1400,-102.0,211559
2,1500,-105.1,222066
2,1600,-132.7,235336
2,1700,-107.5,246082
2,1800,-102.2,256297
2,1900,-105.4,266842
2,2000,-120.4,278879
2,2100,-105.3,289408
2,2200,-103.7,299775
