% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-197.5,39548
2,300,-185.7,58114
2,400,-167.9,74901
2,500,-141.3,89035
2,600,-125.2,101560
2,700,-164.3,117991
2,800,-122.0,130187
2,900,-107.0,140886
2,1000,-110.1,151893
2,1100,-113.6,163257
2,1200,-108.0,174061
2,1300,-112.9,185351
2,1400,-106.3,195980
2,1500,-106.5,206629
2,1600,-105.1,217142
2,1700,-111.1,228249
2,1800,-111.1,239356
2,1900,-105.4,249901
2,2000,-105.4,260446
2,2100,-111.0,271550
2,2200,-105.4,282088
2,2300,-107.8,292865
