% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-196.5,59453
2,400,-183.4,77797
2,500,-145.6,92352
2,600,-129.7,105323
2,700,-129.7,118293
2,800,-144.0,132690
2,900,-109.9,143684
2,1000,-111.1,154790
2,1100,-110.9,165883
2,1200,-109.2,176800
2,1300,-108.8,187683
2,1400,-107.5,198434
2,1500,-107.5,209188
2,1600,-110.9,220282
2,1700,-108.2,231101
2,1800,-105.0,241600
2,1900,-101.9,251794
2,2000,-104.4,262229
2,2100,-103.3,272560
2,2200,-103.6,282923
2,2300,-104.0,293324
