% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.0,39701
2,300,-197.9,59488
2,400,-168.0,76283
2,500,-136.5,89937
2,600,-126.2,102556
2,700,-131.2,115675
2,800,-138.1,129485
2,900,-135.4,143023
2,1000,-106.2,153643
2,1100,-101.9,163836
2,1200,-103.0,174141
2,1300,-105.1,184650
2,1400,-104.5,195103
2,1500,-104.0,205507
2,1600,-106.3,216134
2,1700,-103.8,226518
2,1800,-104.6,236978
2,1900,-102.7,247250
2,2000,-102.4,257494
2,2100,-105.3,268027
2,2200,-104.4,278470
2,2300,-109.0,289374
2,2400,-105.3,299904
