% time spent exploring,episodes,mean 100 episode reward,steps
93,100,20.9,2064
83,200,30.2,5080
68,300,44.4,9525
50,400,55.1,15032
32,500,56.2,20648
2,600,123.1,32958
2,700,108.4,43800
2,800,137.0,57500
2,900,155.0,73002
2,1000,144.3,87436
2,1100,160.7,103506
2,1200,170.6,120561
2,1300,165.1,137072
2,1400,101.6,147229
2,1500,154.8,162709
2,1600,118.4,174549
2,1700,139.5,188503
2,1800,170.5,205556
2,1900,172.5,222809
2,2000,189.0,241713
2,2100,117.5,253463
2,2200,87.3,262196
2,2300,141.2,276313
2,2400,188.1,295125
