% time spent exploring,episodes,mean 100 episode reward,steps
94,100,22.1,2186
88,200,26.9,4873
81,300,28.7,7740
75,400,23.5,10091
69,500,23.2,12416
63,600,24.7,14890
49,700,58.5,20736
38,800,45.2,25252
23,900,58.7,31126
12,1000,44.4,35562
2,1100,61.1,41672
2,1200,73.5,49021
2,1300,27.1,51728
2,1400,123.5,64082
2,1500,87.0,72785
2,1600,81.2,80906
2,1700,122.7,93173
2,1800,135.0,106675
2,1900,58.3,112509
2,2000,85.1,121017
2,2100,104.1,131425
2,2200,122.2,143646
2,2300,81.6,151806
2,2400,92.1,161013
2,2500,85.5,169564
2,2600,77.6,177323
2,2700,90.8,186405
2,2800,75.8,193986
2,2900,37.7,197753
2,3000,23.7,200120
2,3100,13.6,201477
2,3200,57.6,207234
2,3300,53.2,212559
2,3400,45.6,217121
2,3500,70.2,224140
2,3600,100.1,234153
2,3700,107.2,244874
2,3800,95.4,254418
2,3900,93.3,263752
2,4000,79.2,271667
2,4100,69.1,278575
2,4200,60.0,284576
2,4300,49.6,289534
2,4400,67.2,296253
2,4500,76.3,303879
2,4600,35.4,307417
2,4700,55.3,312948
2,4800,77.2,320672
2,4900,119.0,332576
2,5000,87.9,341368
2,5100,89.8,350350
2,5200,71.3,357481
2,5300,59.0,363377
2,5400,36.2,367002
2,5500,29.3,369931
2,5600,47.4,374672
2,5700,81.6,382833
2,5800,74.9,390319
