# {"t_start": 1593770683.647288, "env_id": "Acrobot-v1"} 
r,l,t
-500.0,500,21.596656
-500.0,500,23.009024
-500.0,500,63.478966
-500.0,500,104.915118
-500.0,500,145.685308
-500.0,500,186.18767
-500.0,500,227.944247
-500.0,500,268.690843
-500.0,500,309.653413
-500.0,500,351.910271
-399.0,400,386.461298
-500.0,500,427.561737
-500.0,500,467.09863
-500.0,500,508.450373
-500.0,500,551.080702
-500.0,500,593.350562
-500.0,500,634.557719
-500.0,500,675.572244
-500.0,500,717.821993
-357.0,358,747.23438
-500.0,500,788.906992
-500.0,500,830.788362
-500.0,500,872.691517
-500.0,500,913.983747
-500.0,500,956.786174
-470.0,471,996.466049
-323.0,324,1022.653291
-500.0,500,1063.333853
-472.0,473,1102.387098
-500.0,500,1144.109971
-500.0,500,1185.206543
-500.0,500,1226.732765
-500.0,500,1267.80502
-390.0,391,1301.270143
-500.0,500,1343.326105
-420.0,421,1378.837798
-374.0,375,1410.193242
-233.0,234,1428.729408
-384.0,385,1460.099631
-500.0,500,1501.041382
-367.0,368,1531.487775
-500.0,500,1572.847526
-500.0,500,1614.83788
-269.0,270,1637.246019
-411.0,412,1671.10617
-298.0,299,1696.795715
-219.0,220,1714.328577
-201.0,202,1730.776294
-500.0,500,1772.385791
-500.0,500,1814.283954
-500.0,500,1854.303483
-500.0,500,1895.523686
-500.0,500,1937.234708
-500.0,500,1978.400872
-422.0,423,2013.646648
-500.0,500,2054.908566
-500.0,500,2096.341012
-500.0,500,2137.615273
-500.0,500,2177.924486
-500.0,500,2219.462245
-500.0,500,2261.210756
-500.0,500,2302.65421
-500.0,500,2344.273884
-500.0,500,2386.183437
-500.0,500,2426.915489
-500.0,500,2468.633706
-500.0,500,2510.275393
-500.0,500,2551.238926
-500.0,500,2593.384957
-500.0,500,2632.938905
-500.0,500,2676.066605
-500.0,500,2717.535867
-500.0,500,2757.324008
-500.0,500,2799.423462
-500.0,500,2841.804773
-500.0,500,2884.276175
-500.0,500,2926.367714
-500.0,500,2969.145288
-500.0,500,3009.858069
-500.0,500,3050.496169
-500.0,500,3091.240296
-500.0,500,3131.492138
-500.0,500,3172.61439
-500.0,500,3213.748798
-500.0,500,3255.347814
-500.0,500,3296.991874
-500.0,500,3339.412148
-500.0,500,3381.406379
-500.0,500,3423.181821
-500.0,500,3464.243593
-500.0,500,3505.015779
-500.0,500,3545.924012
-500.0,500,3586.874206
-500.0,500,3627.46032
-500.0,500,3667.520679
-500.0,500,3708.54829
-500.0,500,3749.457652
-500.0,500,3789.601017
-500.0,500,3830.596167
-500.0,500,3869.496852
-307.0,308,3894.134093
-147.0,148,3905.544775
-500.0,500,3946.356051
-500.0,500,3987.712485
-329.0,330,4014.99691
-500.0,500,4054.486127
-500.0,500,4096.033325
-483.0,484,4135.227397
-436.0,437,4169.795171
-500.0,500,4209.610693
-500.0,500,4250.79748
-500.0,500,4290.88583
-500.0,500,4331.323393
-500.0,500,4371.575494
-500.0,500,4411.677842
-500.0,500,4452.518552
-500.0,500,4494.255921
-500.0,500,4534.07706
-500.0,500,4574.705129
-500.0,500,4616.598976
-500.0,500,4658.243485
-500.0,500,4700.383658
-462.0,463,4737.042642
-500.0,500,4777.881264
-500.0,500,4817.466461
-500.0,500,4858.05655
-500.0,500,4899.548128
-500.0,500,4939.344471
-500.0,500,4980.624317
-500.0,500,5021.063961
-500.0,500,5061.325579
-500.0,500,5103.4267
-500.0,500,5141.784469
-500.0,500,5183.084942
-500.0,500,5224.191957
-500.0,500,5266.111134
-500.0,500,5307.21317
-500.0,500,5349.217224
-500.0,500,5389.23071
-500.0,500,5428.639319
-500.0,500,5468.947767
-500.0,500,5509.987748
-478.0,479,5548.836022
-500.0,500,5591.453567
-500.0,500,5632.06508
-500.0,500,5674.35234
-500.0,500,5716.432096
-500.0,500,5756.959005
-500.0,500,5799.263522
-500.0,500,5839.305072
-500.0,500,5880.214138
-500.0,500,5920.076363
-500.0,500,5960.848903
-437.0,438,5996.812624
-500.0,500,6036.727418
-500.0,500,6078.242755
-475.0,476,6115.813542
-500.0,500,6157.090135
-178.0,179,6171.393478
-291.0,292,6195.584176
-500.0,500,6235.454626
-500.0,500,6278.263412
-500.0,500,6319.769274
-500.0,500,6359.701179
-500.0,500,6399.849652
-239.0,240,6419.83354
-184.0,185,6435.350248
-288.0,289,6458.172016
-369.0,370,6488.745921
-500.0,500,6528.507504
-500.0,500,6569.759648
-500.0,500,6609.328587
-500.0,500,6649.611598
-500.0,500,6690.211679
-500.0,500,6732.109825
-500.0,500,6773.342817
-500.0,500,6813.693394
-500.0,500,6855.613558
-500.0,500,6896.085587
-500.0,500,6938.458044
-500.0,500,6979.850519
-500.0,500,7020.192884
-294.0,295,7044.484095
-396.0,397,7078.619394
-450.0,451,7116.343813
-500.0,500,7155.774381
-500.0,500,7196.57852
-500.0,500,7236.721212
-500.0,500,7278.447693
-500.0,500,7318.268684
-500.0,500,7359.869432
-414.0,415,7393.895578
