% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-194.0,59200
2,400,-182.1,77412
2,500,-172.1,94623
2,600,-146.8,109306
2,700,-154.9,124796
2,800,-150.0,139791
2,900,-159.9,155779
2,1000,-125.2,168303
2,1100,-117.1,180009
2,1200,-112.9,191303
2,1300,-106.6,201964
2,1400,-107.3,212694
2,1500,-105.2,223210
2,1600,-107.6,233966
2,1700,-112.4,245206
2,1800,-114.0,256605
2,1900,-102.9,266893
2,2000,-104.6,277349
2,2100,-105.3,287878
2,2200,-112.3,299105
