% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.1,39709
2,300,-192.4,58950
2,400,-165.5,75498
2,500,-133.3,88828
2,600,-114.6,100290
2,700,-113.8,111672
2,800,-109.0,122575
2,900,-135.4,136114
2,1000,-118.0,147917
2,1100,-108.4,158761
2,1200,-109.5,169712
2,1300,-106.2,180333
2,1400,-106.7,191004
2,1500,-111.8,202189
2,1600,-114.4,213624
2,1700,-105.8,224201
2,1800,-106.3,234832
2,1900,-109.8,245815
2,2000,-107.7,256581
2,2100,-102.2,266799
2,2200,-104.2,277223
2,2300,-107.3,287951
2,2400,-102.0,298152
