% time spent exploring,episodes,mean 100 episode reward,steps
20,100,-243.7,24200
2,200,-99.8,34285
2,300,-94.3,43811
2,400,-86.2,52534
2,500,-84.5,61083
2,600,-77.5,68937
2,700,-79.0,76941
2,800,-75.1,84549
2,900,-71.2,91768
2,1000,-73.8,99252
2,1100,-80.0,107349
2,1200,-69.4,114388
2,1300,-71.2,121609
2,1400,-69.1,128616
2,1500,-68.4,135561
2,1600,-67.6,142420
2,1700,-69.4,149457
2,1800,-66.8,156241
2,1900,-69.2,163256
2,2000,-69.3,170289
2,2100,-67.7,177157
2,2200,-65.0,183760
2,2300,-65.1,190372
2,2400,-66.8,197156
2,2500,-67.7,204026
2,2600,-65.2,210648
2,2700,-65.1,217258
2,2800,-64.5,223805
2,2900,-66.4,230549
2,3000,-67.1,237355
2,3100,-65.1,243963
2,3200,-66.4,250706
2,3300,-63.7,257180
2,3400,-66.2,263903
2,3500,-66.2,270625
2,3600,-64.6,277184
2,3700,-66.6,283945
2,3800,-66.8,290730
2,3900,-65.2,297345
