% time spent exploring,episodes,mean 100 episode reward,steps
95,100,20.5,2032
88,200,24.8,4514
83,300,23.9,6906
77,400,22.1,9112
70,500,29.2,12036
64,600,23.0,14334
54,700,41.7,18506
47,800,31.1,21619
41,900,22.5,23867
29,1000,50.1,28875
14,1100,58.3,34703
2,1200,94.9,44196
2,1300,125.2,56712
2,1400,118.1,68520
2,1500,77.1,76230
2,1600,119.0,88135
2,1700,78.4,95975
2,1800,66.9,102661
2,1900,62.2,108886
2,2000,68.8,115767
2,2100,110.6,126826
2,2200,76.4,134461
2,2300,124.5,146911
2,2400,149.2,161834
2,2500,123.8,174217
2,2600,98.8,184099
2,2700,107.6,194854
2,2800,103.8,205237
2,2900,75.9,212827
2,3000,123.6,225187
2,3100,117.6,236949
2,3200,151.5,252102
2,3300,164.7,268575
2,3400,193.2,287897
2,3500,197.7,307670
2,3600,199.4,327607
2,3700,200.0,347607
2,3800,198.1,367417
2,3900,188.4,386256
