% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.2,39717
2,300,-196.7,59385
2,400,-176.3,77016
2,500,-150.3,92049
2,600,-151.4,107184
2,700,-163.6,123547
2,800,-150.0,138542
2,900,-124.4,150981
2,1000,-107.1,161692
2,1100,-106.6,172350
2,1200,-105.6,182914
2,1300,-107.5,193662
2,1400,-104.9,204154
2,1500,-103.3,214486
2,1600,-112.7,225758
2,1700,-106.3,236384
2,1800,-106.0,246987
2,1900,-103.6,257352
2,2000,-103.2,267669
2,2100,-101.4,277808
2,2200,-103.7,288177
2,2300,-103.5,298524
