% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-198.9,39685
2,300,-194.1,59096
2,400,-175.0,76593
2,500,-154.2,92015
2,600,-165.7,108582
2,700,-186.0,127177
2,800,-158.3,143003
2,900,-114.2,154420
2,1000,-113.6,165777
2,1100,-110.7,176843
2,1200,-117.1,188554
2,1300,-104.5,199000
2,1400,-110.0,210004
2,1500,-119.4,221944
2,1600,-120.3,233977
2,1700,-104.3,244407
2,1800,-104.2,254829
2,1900,-104.5,265281
2,2000,-103.7,275649
2,2100,-106.1,286261
2,2200,-105.4,296798
