% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-196.0,59401
2,400,-195.2,78926
2,500,-154.8,94410
2,600,-136.8,108087
2,700,-146.1,122701
2,800,-122.9,134990
2,900,-108.2,145811
2,1000,-129.2,158730
2,1100,-114.6,170190
2,1200,-108.3,181019
2,1300,-107.9,191806
2,1400,-104.7,202280
2,1500,-107.7,213052
2,1600,-102.8,223336
2,1700,-104.5,233782
2,1800,-107.0,244482
2,1900,-103.9,254874
2,2000,-102.1,265088
2,2100,-102.6,275344
2,2200,-104.9,285837
2,2300,-105.5,296389
