% time spent exploring,episodes,mean 100 episode reward,steps
94,100,20.9,2072
88,200,24.4,4512
82,300,27.1,7226
77,400,19.2,9151
72,500,19.7,11120
65,600,29.7,14091
56,700,38.5,17941
43,800,52.2,23166
38,900,21.0,25266
30,1000,29.0,28169
22,1100,36.5,31819
15,1200,25.6,34382
2,1300,123.5,46732
2,1400,82.7,55003
2,1500,128.5,67849
2,1600,20.4,69890
2,1700,118.4,81729
2,1800,175.0,99224
2,1900,120.3,111254
2,2000,135.0,124752
2,2100,86.8,133437
2,2200,50.1,138450
2,2300,54.9,143943
2,2400,37.4,147683
2,2500,74.2,155101
2,2600,144.1,169512
2,2700,130.5,182562
2,2800,123.3,194892
2,2900,117.0,206590
2,3000,77.9,214378
2,3100,34.9,217869
2,3200,30.3,220900
2,3300,54.8,226383
2,3400,110.2,237400
2,3500,156.4,253039
2,3600,143.4,267380
2,3700,107.8,278156
2,3800,69.0,285057
2,3900,72.2,292276
2,4000,46.7,296949
2,4100,55.9,302540
2,4200,65.6,309095
2,4300,33.1,312401
2,4400,68.3,319228
2,4500,116.4,330867
2,4600,99.9,340860
2,4700,148.4,355702
2,4800,131.7,368872
2,4900,128.2,381691
2,5000,98.4,391534
2,5100,73.2,398852
