% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-184.7,58273
2,400,-185.1,76786
2,500,-139.8,90771
2,600,-131.6,103934
2,700,-126.8,116610
2,800,-142.3,130843
2,900,-132.2,144061
2,1000,-141.5,158209
2,1100,-113.8,169587
2,1200,-111.7,180755
2,1300,-105.7,191325
2,1400,-107.0,202028
2,1500,-106.1,212635
2,1600,-112.9,223923
2,1700,-127.0,236628
2,1800,-105.6,247189
2,1900,-113.5,258541
2,2000,-119.4,270476
2,2100,-110.6,281532
2,2200,-102.9,291824
