% time spent exploring,episodes,mean 100 episode reward,steps
92,100,22.0,2173
84,200,26.6,4829
72,300,35.0,8331
60,400,38.8,12215
47,500,38.8,16091
32,600,45.3,20619
2,700,98.5,30466
2,800,122.4,42708
2,900,174.5,60158
2,1000,184.6,78623
2,1100,174.1,96030
2,1200,144.2,110451
2,1300,189.1,129365
2,1400,186.4,148004
2,1500,184.1,166413
2,1600,159.1,182326
2,1700,180.5,200380
2,1800,110.0,211375
2,1900,126.7,224049
2,2000,159.0,239945
2,2100,143.8,254328
2,2200,142.3,268562
2,2300,139.6,282520
2,2400,142.4,296761
