% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-199.6,19758
2,200,-200.0,39758
2,300,-199.4,59697
2,400,-146.1,74306
2,500,-143.8,88685
2,600,-127.5,101438
2,700,-127.6,114197
2,800,-126.9,126884
2,900,-118.7,138756
2,1000,-142.0,152952
2,1100,-114.3,164379
2,1200,-104.5,174825
2,1300,-103.8,185203
2,1400,-106.0,195799
2,1500,-107.8,206581
2,1600,-107.4,217316
2,1700,-103.8,227698
2,1800,-104.7,238166
2,1900,-104.1,248576
2,2000,-108.6,259437
2,2100,-101.4,269575
2,2200,-104.1,279984
2,2300,-104.7,290450
