% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.1,2084
89,200,23.0,4385
82,300,27.4,7129
76,400,25.3,9661
69,500,27.0,12363
62,600,28.2,15186
52,700,40.2,19208
46,800,24.9,21702
38,900,35.6,25265
19,1000,77.9,33058
2,1100,83.8,41443
2,1200,134.8,54924
2,1300,122.2,67148
2,1400,76.1,74754
2,1500,98.3,84584
2,1600,116.4,96222
2,1700,121.1,108331
2,1800,166.5,124985
2,1900,185.8,143566
2,2000,194.1,162974
2,2100,183.8,181353
2,2200,178.9,199239
2,2300,171.2,216355
2,2400,194.1,235767
2,2500,157.4,251505
2,2600,158.5,267355
2,2700,131.0,280456
2,2800,151.6,295616
2,2900,124.2,308039
2,3000,101.5,318187
2,3100,164.6,334648
2,3200,143.2,348967
2,3300,23.8,351349
2,3400,15.7,352917
2,3500,29.3,355846
2,3600,108.9,366733
2,3700,126.2,379356
2,3800,141.9,393549
