% time spent exploring,episodes,mean 100 episode reward,steps
93,100,24.9,2464
88,200,24.3,4890
81,300,27.0,7594
74,400,26.3,10225
68,500,24.8,12709
60,600,35.6,16267
52,700,32.6,19528
43,800,34.3,22962
33,900,42.0,27164
22,1000,45.5,31715
2,1100,103.2,42032
2,1200,62.4,48276
2,1300,97.8,58061
2,1400,92.9,67348
2,1500,166.5,83999
2,1600,190.1,103008
2,1700,199.1,122922
2,1800,188.2,141746
2,1900,186.0,160341
2,2000,192.8,179616
2,2100,200.0,199613
2,2200,199.0,219513
2,2300,162.8,235788
2,2400,98.7,245661
2,2500,197.0,265361
2,2600,180.2,283377
2,2700,75.0,290872
2,2800,22.2,293091
2,2900,62.8,299375
2,3000,180.3,317408
2,3100,197.6,337167
2,3200,188.5,356016
2,3300,178.3,373850
2,3400,183.1,392160
