% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-191.2,58923
2,400,-165.2,75439
2,500,-143.1,89749
2,600,-139.8,103730
2,700,-168.1,120544
2,800,-132.9,133835
2,900,-105.3,144365
2,1000,-107.6,155129
2,1100,-104.9,165617
2,1200,-104.7,176089
2,1300,-106.3,186720
2,1400,-104.9,197207
2,1500,-118.2,209023
2,1600,-110.6,220081
2,1700,-111.0,231185
2,1800,-112.2,242403
2,1900,-104.2,252828
2,2000,-103.5,263175
2,2100,-105.2,273697
2,2200,-103.2,284015
2,2300,-106.9,294704
