% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-191.5,58947
2,400,-177.9,76737
2,500,-147.5,91485
2,600,-123.0,103790
2,700,-120.6,115847
2,800,-136.7,129514
2,900,-113.6,140876
2,1000,-127.2,153594
2,1100,-116.8,165278
2,1200,-106.7,175945
2,1300,-105.5,186494
2,1400,-120.6,198549
2,1500,-134.4,211991
2,1600,-120.0,223990
2,1700,-123.7,236359
2,1800,-104.8,246834
2,1900,-106.1,257441
2,2000,-104.2,267866
2,2100,-106.8,278546
2,2200,-104.4,288984
2,2300,-107.0,299681
