% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.7,39771
2,300,-192.0,58975
2,400,-180.2,76991
2,500,-142.5,91244
2,600,-139.1,105151
2,700,-125.9,117738
2,800,-128.0,130535
2,900,-123.1,142845
2,1000,-125.2,155361
2,1100,-114.0,166759
2,1200,-106.5,177406
2,1300,-103.8,187787
2,1400,-116.5,199441
2,1500,-112.3,210670
2,1600,-123.8,223048
2,1700,-120.5,235094
2,1800,-103.2,245414
2,1900,-107.8,256198
2,2000,-103.7,266571
2,2100,-107.1,277281
2,2200,-105.6,287842
2,2300,-105.9,298428
