% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.3,2303
87,200,27.7,5070
80,300,29.6,8034
73,400,26.1,10643
64,500,38.9,14534
57,600,27.9,17326
51,700,25.7,19892
37,800,55.3,25422
30,900,28.3,28250
21,1000,38.1,32057
9,1100,47.8,36834
2,1200,96.2,46449
2,1300,124.5,58899
2,1400,105.7,69466
2,1500,147.5,84215
2,1600,154.1,99629
2,1700,163.0,115927
2,1800,178.3,133761
2,1900,131.5,146908
2,2000,152.6,162170
2,2100,87.0,170867
2,2200,31.0,173970
2,2300,59.6,179933
2,2400,113.5,191280
2,2500,103.6,201640
2,2600,162.7,217911
2,2700,156.4,233546
2,2800,121.8,245724
2,2900,60.7,251795
2,3000,49.8,256772
2,3100,130.8,269857
2,3200,160.2,285879
2,3300,128.8,298754
2,3400,50.4,303795
2,3500,131.2,316915
2,3600,153.4,332252
2,3700,168.7,349126
2,3800,180.0,367124
2,3900,141.4,381260
2,4000,167.2,397979
