% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-199.5,39747
2,300,-198.5,59595
2,400,-179.3,77522
2,500,-160.4,93563
2,600,-131.2,106683
2,700,-133.2,120008
2,800,-150.6,135065
2,900,-117.1,146771
2,1000,-104.2,157186
2,1100,-105.7,167757
2,1200,-105.8,178337
2,1300,-107.3,189067
2,1400,-102.4,199306
2,1500,-103.2,209625
2,1600,-102.7,219894
2,1700,-104.4,230338
2,1800,-105.8,240922
2,1900,-111.0,252024
2,2000,-108.3,262851
2,2100,-105.0,273349
2,2200,-104.0,283751
2,2300,-104.0,294156
