% time spent exploring,episodes,mean 100 episode reward,steps
93,100,20.8,2063
85,200,22.3,4292
75,300,31.7,7466
63,400,37.1,11172
44,500,58.6,17032
2,600,170.1,34040
2,700,152.8,49315
2,800,101.5,59461
2,900,49.8,64441
2,1000,153.5,79790
2,1100,133.4,93128
2,1200,117.2,104843
2,1300,121.7,117012
2,1400,174.0,134410
2,1500,190.2,153426
2,1600,140.9,167512
2,1700,69.4,174455
2,1800,184.0,192860
2,1900,181.2,210979
2,2000,155.6,226536
2,2100,123.5,238886
2,2200,98.3,248714
2,2300,67.2,255433
2,2400,128.2,268256
2,2500,163.9,284646
