% time spent exploring,episodes,mean 100 episode reward,steps
94,100,23.2,2297
87,200,27.7,5069
81,300,24.6,7528
76,400,22.5,9781
70,500,22.6,12038
64,600,23.8,14418
54,700,40.3,18452
43,800,48.0,23254
37,900,24.4,25689
27,1000,38.2,29512
15,1100,50.2,34537
2,1200,83.1,42848
2,1300,91.4,51993
2,1400,44.0,56389
2,1500,90.3,65422
2,1600,77.1,73128
2,1700,88.8,82010
2,1800,110.5,93057
2,1900,108.9,103949
2,2000,112.4,115185
2,2100,62.6,121441
2,2200,93.5,130795
2,2300,105.8,141371
2,2400,114.6,152831
2,2500,111.5,163980
2,2600,113.2,175303
2,2700,109.9,186293
2,2800,82.8,194577
2,2900,61.2,200692
2,3000,110.3,211720
2,3100,64.9,218209
2,3200,145.1,232717
2,3300,46.2,237342
2,3400,104.0,247739
2,3500,81.0,255841
2,3600,88.0,264644
2,3700,109.4,275584
2,3800,156.0,291185
2,3900,134.1,304593
2,4000,88.2,313413
2,4100,61.2,319532
2,4200,130.1,332542
2,4300,92.4,341781
2,4400,100.8,351858
2,4500,138.2,365673
2,4600,120.5,377720
2,4700,119.6,389680
2,4800,74.5,397130
