% time spent exploring,episodes,mean 100 episode reward,steps
93,100,20.1,1993
85,200,25.4,4532
76,300,25.9,7121
69,400,22.0,9320
57,500,37.7,13088
43,600,42.0,17283
33,700,30.6,20347
19,800,42.1,24555
2,900,57.6,30319
2,1000,78.2,38138
2,1100,120.2,50161
2,1200,68.2,56979
2,1300,58.6,62844
2,1400,140.4,76887
2,1500,84.8,85363
2,1600,103.5,95713
2,1700,46.8,100394
2,1800,49.1,105304
2,1900,26.2,107920
2,2000,81.6,116082
2,2100,71.2,123197
2,2200,43.6,127553
2,2300,117.8,139329
2,2400,133.0,152625
2,2500,136.2,166250
2,2600,119.3,178184
2,2700,185.5,196738
2,2800,199.0,216638
2,2900,158.2,232463
2,3000,195.8,252048
2,3100,132.0,265249
2,3200,133.6,278614
2,3300,99.8,288589
2,3400,94.3,298016
