# {"t_start": 1593806907.0653114, "env_id": "MountainCar-v0"} 
r,l,t
-200.0,200,14.634043
-200.0,200,15.108352
-200.0,200,15.59658
-200.0,200,16.039629
-200.0,200,16.46555
-200.0,200,30.166624
-200.0,200,43.204289
-200.0,200,56.924968
-200.0,200,70.858552
-200.0,200,84.659211
-200.0,200,97.710005
-200.0,200,110.45891
-200.0,200,124.237531
-200.0,200,137.279705
-200.0,200,150.094921
-200.0,200,164.299627
-200.0,200,177.019397
-200.0,200,191.25244
-200.0,200,205.330386
-200.0,200,219.110991
-200.0,200,233.349394
-200.0,200,246.717378
-200.0,200,259.406974
-200.0,200,273.528105
-200.0,200,287.608581
-200.0,200,301.547953
-200.0,200,315.726303
-200.0,200,329.437847
-200.0,200,343.32019
-200.0,200,357.01493
-200.0,200,370.132181
-200.0,200,383.593458
-200.0,200,396.600783
-200.0,200,410.506164
-200.0,200,423.170049
-200.0,200,437.465157
-200.0,200,451.942012
-200.0,200,465.219203
-200.0,200,479.071641
-200.0,200,491.226773
-200.0,200,504.672379
-200.0,200,517.776361
-200.0,200,530.751166
-200.0,200,544.750652
-200.0,200,559.284056
-200.0,200,574.287425
-200.0,200,587.713564
-200.0,200,600.96572
-200.0,200,613.918838
-200.0,200,627.19158
-200.0,200,640.601676
-200.0,200,654.89866
-200.0,200,667.892766
-200.0,200,682.409637
-200.0,200,695.610097
-200.0,200,708.76904
-200.0,200,722.135683
-200.0,200,736.118658
-200.0,200,749.188988
-200.0,200,763.842944
-200.0,200,777.145063
-200.0,200,790.770667
-200.0,200,805.105246
-200.0,200,818.349879
-200.0,200,832.183488
-200.0,200,845.923342
-200.0,200,858.747022
-200.0,200,872.878548
-200.0,200,887.197143
-200.0,200,900.923422
-200.0,200,913.772561
-200.0,200,927.621869
-200.0,200,941.819594
-200.0,200,955.849505
-200.0,200,968.513318
-200.0,200,982.401075
-200.0,200,995.701838
-200.0,200,1008.761811
-200.0,200,1022.288775
-200.0,200,1034.918765
-200.0,200,1047.547546
-200.0,200,1061.195591
-200.0,200,1074.668117
-200.0,200,1088.192702
-200.0,200,1101.18957
-200.0,200,1115.110649
-200.0,200,1128.417999
-200.0,200,1142.103713
-200.0,200,1156.039802
-200.0,200,1169.524904
-200.0,200,1183.732987
-200.0,200,1196.753451
-200.0,200,1210.565871
-200.0,200,1224.012559
-200.0,200,1237.75267
-200.0,200,1251.293743
-200.0,200,1265.247473
-200.0,200,1278.866629
-200.0,200,1292.179643
-200.0,200,1305.865967
-200.0,200,1319.023638
-200.0,200,1332.034202
-200.0,200,1345.57192
-200.0,200,1360.070207
-200.0,200,1373.79698
-200.0,200,1388.100035
-200.0,200,1402.072325
-200.0,200,1416.112084
-200.0,200,1429.982427
-200.0,200,1443.830368
-200.0,200,1456.874789
-200.0,200,1470.587856
-200.0,200,1484.218828
-200.0,200,1497.331727
-200.0,200,1510.601907
-200.0,200,1523.021792
-200.0,200,1536.463542
-200.0,200,1549.577705
-200.0,200,1562.435982
-200.0,200,1576.639942
-200.0,200,1590.502517
-200.0,200,1603.528141
-200.0,200,1615.907235
-200.0,200,1629.763563
-200.0,200,1643.39132
-200.0,200,1656.792484
-200.0,200,1670.804247
-200.0,200,1683.245728
-200.0,200,1696.608568
-200.0,200,1710.456089
-200.0,200,1723.934018
-200.0,200,1737.910563
-200.0,200,1751.216806
-200.0,200,1764.451845
-200.0,200,1778.999649
-200.0,200,1791.446607
-200.0,200,1802.680954
-200.0,200,1813.357769
-200.0,200,1823.80002
-200.0,200,1832.340815
-200.0,200,1843.018894
-200.0,200,1854.853265
-200.0,200,1867.216396
-200.0,200,1880.528976
-200.0,200,1893.762573
-200.0,200,1907.415993
-200.0,200,1920.708031
-200.0,200,1934.580048
-200.0,200,1946.603142
-200.0,200,1960.030897
-200.0,200,1973.714661
-200.0,200,1986.814055
-200.0,200,2001.478679
-200.0,200,2015.06053
-200.0,200,2028.385071
-200.0,200,2041.709355
-200.0,200,2055.440376
-200.0,200,2069.645472
-200.0,200,2082.703502
-200.0,200,2096.238469
-200.0,200,2109.67373
-200.0,200,2122.405201
-200.0,200,2136.354862
-200.0,200,2149.844325
-200.0,200,2162.796326
-200.0,200,2176.999654
-200.0,200,2190.299562
-200.0,200,2203.49152
-200.0,200,2217.791604
-200.0,200,2230.78206
-200.0,200,2244.150207
-200.0,200,2257.281627
-200.0,200,2270.196187
-191.0,191,2282.775437
-200.0,200,2296.569462
-200.0,200,2309.623715
-122.0,122,2316.873835
-200.0,200,2330.609493
-200.0,200,2343.153734
-200.0,200,2356.019173
-200.0,200,2369.175547
-200.0,200,2382.474166
-200.0,200,2395.834985
-200.0,200,2408.974513
-200.0,200,2422.273191
-142.0,142,2432.290691
-200.0,200,2444.995405
-200.0,200,2458.720467
-200.0,200,2472.032588
-152.0,152,2482.04019
-200.0,200,2495.127185
-200.0,200,2507.848524
-200.0,200,2520.891445
-200.0,200,2535.010814
-200.0,200,2548.024317
-200.0,200,2561.773108
-200.0,200,2576.142366
-200.0,200,2589.909575
-200.0,200,2603.916838
-200.0,200,2616.946086
-200.0,200,2631.056549
-200.0,200,2645.455563
-200.0,200,2659.193857
-200.0,200,2673.41375
-200.0,200,2687.206136
-200.0,200,2700.256409
-200.0,200,2713.725544
-200.0,200,2726.717577
-200.0,200,2740.005525
-200.0,200,2753.800046
-200.0,200,2767.263001
-200.0,200,2780.636307
-200.0,200,2793.603235
-200.0,200,2807.580753
-200.0,200,2821.521267
-200.0,200,2835.376623
-200.0,200,2849.054627
-200.0,200,2862.518441
-156.0,156,2873.273533
-200.0,200,2886.985479
-200.0,200,2901.211421
-200.0,200,2915.315082
-200.0,200,2928.559474
-200.0,200,2941.509838
-200.0,200,2955.472856
-200.0,200,2968.62908
-200.0,200,2981.454416
-200.0,200,2995.116699
-200.0,200,3008.318392
-200.0,200,3022.134668
-200.0,200,3035.981454
-200.0,200,3049.512978
-200.0,200,3063.401112
-200.0,200,3076.408837
-200.0,200,3090.434958
-200.0,200,3103.989029
-200.0,200,3117.499569
-200.0,200,3131.439607
-200.0,200,3145.280497
-114.0,114,3153.077214
-200.0,200,3166.150437
-200.0,200,3179.514221
-129.0,129,3188.333237
-200.0,200,3202.521626
-200.0,200,3214.600883
-200.0,200,3227.842653
-200.0,200,3241.471591
-200.0,200,3254.814218
-200.0,200,3267.477356
-164.0,164,3278.07303
-200.0,200,3290.746132
-179.0,179,3302.914227
-200.0,200,3316.411045
-200.0,200,3329.882395
-200.0,200,3343.183083
-200.0,200,3356.631551
-200.0,200,3369.580237
-200.0,200,3383.15864
-200.0,200,3396.594904
-200.0,200,3409.562942
-200.0,200,3423.299068
-200.0,200,3437.515194
-200.0,200,3450.700388
-200.0,200,3463.653722
-200.0,200,3476.717041
-200.0,200,3489.897191
-200.0,200,3503.672587
-200.0,200,3517.226174
-200.0,200,3529.927769
-200.0,200,3543.68844
-200.0,200,3556.736067
-200.0,200,3570.424645
-200.0,200,3584.11015
-137.0,137,3593.47376
-200.0,200,3606.444853
-200.0,200,3620.456597
-200.0,200,3633.384726
-200.0,200,3647.078316
-200.0,200,3659.369716
-200.0,200,3672.118319
-200.0,200,3684.843522
-200.0,200,3698.256508
-200.0,200,3710.233714
-200.0,200,3723.225493
-200.0,200,3737.239589
-200.0,200,3750.528057
-200.0,200,3763.136106
-200.0,200,3775.733001
-150.0,150,3786.079779
-200.0,200,3798.753594
-200.0,200,3812.786881
-200.0,200,3825.917701
-200.0,200,3839.021447
-200.0,200,3852.443152
-200.0,200,3866.117797
-200.0,200,3879.38619
-200.0,200,3892.558245
-200.0,200,3905.968389
-200.0,200,3919.389582
-200.0,200,3932.794262
-200.0,200,3946.126207
-200.0,200,3959.021608
-200.0,200,3971.972947
-173.0,173,3983.792308
-200.0,200,3997.453036
-200.0,200,4010.108797
-200.0,200,4022.635102
-200.0,200,4035.50104
-200.0,200,4048.055538
-200.0,200,4061.633603
-200.0,200,4074.629663
-200.0,200,4088.562188
-200.0,200,4101.763268
-200.0,200,4115.575112
-200.0,200,4128.269793
-200.0,200,4140.262338
-200.0,200,4153.524647
-200.0,200,4166.957538
-200.0,200,4180.977447
-200.0,200,4194.346614
-200.0,200,4207.195979
-200.0,200,4220.597836
-200.0,200,4234.228842
-200.0,200,4247.72756
-200.0,200,4260.458257
-200.0,200,4273.349025
-200.0,200,4286.899681
-200.0,200,4299.69179
-200.0,200,4312.321414
-200.0,200,4325.783756
-200.0,200,4338.056187
-200.0,200,4351.806488
-200.0,200,4365.329804
-200.0,200,4378.911407
-200.0,200,4392.239409
-200.0,200,4405.012503
-200.0,200,4417.894135
-200.0,200,4431.508864
-200.0,200,4444.477459
-200.0,200,4458.115772
-200.0,200,4470.325603
-200.0,200,4483.712363
-200.0,200,4496.549959
-200.0,200,4509.514821
-200.0,200,4523.099563
-200.0,200,4534.463075
-200.0,200,4547.793774
-200.0,200,4560.45062
-200.0,200,4573.325295
-200.0,200,4586.19649
-200.0,200,4599.538929
-200.0,200,4613.143575
