% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.8,2155
88,200,24.6,4620
82,300,25.4,7156
76,400,23.6,9515
70,500,26.4,12160
62,600,33.0,15459
54,700,31.7,18625
49,800,20.2,20648
40,900,37.0,24351
34,1000,25.6,26909
23,1100,42.4,31154
9,1200,58.9,37044
2,1300,122.5,49297
2,1400,156.2,64918
2,1500,103.3,75251
2,1600,162.8,91528
2,1700,98.9,101416
2,1800,71.9,108602
2,1900,40.5,112655
2,2000,140.7,126724
2,2100,158.0,142519
2,2200,158.6,158378
2,2300,192.9,177667
2,2400,122.1,189873
2,2500,164.8,206358
2,2600,193.4,225697
2,2700,147.1,240409
2,2800,168.7,257277
2,2900,189.2,276192
2,3000,195.2,295713
2,3100,174.3,313139
2,3200,182.6,331397
2,3300,172.5,348650
2,3400,103.5,359003
2,3500,180.6,377068
2,3600,99.3,386997
2,3700,110.7,398065
