% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-196.3,59429
2,400,-183.0,77727
2,500,-144.4,92169
2,600,-121.6,104334
2,700,-119.0,116238
2,800,-116.5,127886
2,900,-126.4,140523
2,1000,-108.2,151347
2,1100,-117.3,163076
2,1200,-117.7,174846
2,1300,-116.8,186522
2,1400,-117.4,198267
2,1500,-113.0,209568
2,1600,-106.9,220258
2,1700,-111.2,231381
2,1800,-107.1,242091
2,1900,-107.3,252823
2,2000,-111.4,263960
2,2100,-105.4,274505
2,2200,-107.4,285241
2,2300,-109.7,296215
