% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-194.5,59250
2,400,-181.3,77379
2,500,-143.0,91675
2,600,-133.0,104971
2,700,-142.8,119252
2,800,-131.0,132356
2,900,-113.4,143701
2,1000,-104.0,154102
2,1100,-118.1,165910
2,1200,-115.6,177474
2,1300,-113.2,188794
2,1400,-116.6,200457
2,1500,-110.3,211483
2,1600,-101.0,221586
2,1700,-101.6,231748
2,1800,-102.8,242029
2,1900,-103.6,252388
2,2000,-120.0,264384
2,2100,-105.2,274905
2,2200,-102.3,285136
2,2300,-107.0,295836
