% time spent exploring,episodes,mean 100 episode reward,steps
35,100,-200.0,19799
2,200,-200.0,39799
2,300,-198.8,59683
2,400,-195.7,79255
2,500,-147.4,94000
2,600,-131.6,107156
2,700,-126.4,119794
2,800,-129.7,132764
2,900,-141.1,146878
2,1000,-107.6,157639
2,1100,-104.0,168040
2,1200,-103.4,178382
2,1300,-105.6,188946
2,1400,-107.0,199645
2,1500,-109.7,210619
2,1600,-104.4,221061
2,1700,-105.1,231568
2,1800,-102.7,241840
2,1900,-104.7,252307
2,2000,-105.4,262849
2,2100,-101.6,273013
2,2200,-107.8,283798
2,2300,-102.7,294066
