% time spent exploring,episodes,mean 100 episode reward,steps
94,100,21.5,2130
88,200,25.0,4627
82,300,25.3,7158
75,400,30.0,10156
69,500,23.5,12508
63,600,25.9,15099
54,700,33.6,18460
42,800,48.2,23275
28,900,58.1,29083
6,1000,91.4,38228
2,1100,89.5,47178
2,1200,102.2,57398
2,1300,151.2,72515
2,1400,194.4,91955
2,1500,113.2,103277
2,1600,158.2,119094
2,1700,177.2,136816
2,1800,190.2,155831
2,1900,173.1,173144
2,2000,145.4,187683
2,2100,54.5,193132
2,2200,138.9,207023
2,2300,169.6,223986
2,2400,153.2,239303
2,2500,175.8,256879
2,2600,143.2,271204
2,2700,149.2,286121
2,2800,174.6,303586
2,2900,185.8,322161
2,3000,170.3,339188
2,3100,184.9,357674
2,3200,147.1,372380
2,3300,125.3,384911
2,3400,150.1,399922
